id,url,header,price,refresh_date,created_timestamp
864899871,https://www.otomoto.pl/osobowe/oferta/dacia-logan-dacia-logan-idealne-auto-tylko-21-000-brutto-pelna-faktura-vat-23-ID6FQgl0.html,Dacia Logan DACIA LOGAN idealne auto tylko 21 000 brutto PEŁNA FAKTURA VAT 23%,21 000 złdo negocjacji,"Kraków, Stare Miasto - 06 listopada 2023",2023-11-10 14:44:04
847570973,https://www.otomoto.pl/osobowe/oferta/seat-mii-zarejestrowany-piekny-nawigacja-klimatyzacja-oplacony-ID6FEuQL.html,"Seat Mii zarejestrowany, piękny, nawigacja,klimatyzacja, opłacony",19 900 zł,Łuków - Dzisiaj o 11:47,2023-11-10 14:44:04
845259707,https://www.olx.pl/d/oferta/ford-focus-2014-1-0-zadbany-CID5-IDWcCF5.html,Ford Focus 2014 1.0 Zadbany,24 900 zł,"Gdynia, Babie Doły - Dzisiaj o 11:44",2023-11-10 14:44:04
876205843,https://www.otomoto.pl/osobowe/oferta/peugeot-508-filmik-video-navi-panorama-bezwypadkowy-bi-ksenony-skretne-ID6FYLg8.html,Peugeot 508 Filmik VIDEO Navi Panorama BEZWYPADKOWY Bi-Ksenony skrętne,30 899 zł,Dragacz - Dzisiaj o 11:43,2023-11-10 14:44:04
874697867,https://www.otomoto.pl/osobowe/oferta/renault-clio-0-9t-benzyna-90ps-navi-super-stan-pisemna-gwarancja-raty-oplaty-ID6FXJiM.html,Renault Clio 0.9T Benzyna 90Ps Navi Super Stan Pisemna Gwarancja Raty Opłaty!!!,28 900 złdo negocjacji,Łęczyca - Dzisiaj o 11:43,2023-11-10 14:44:04
870302875,https://www.otomoto.pl/osobowe/oferta/renault-megane-niski-przebieg100tys-led-keyless-go-nawigacja-ID6FUl4f.html,Renault Megane Niski Przebieg100Tyś#LED#Keyless Go#Nawigacja#,30 900 złdo negocjacji,Radom - Dzisiaj o 11:43,2023-11-10 14:44:04
873784367,https://www.otomoto.pl/osobowe/oferta/skoda-octavia-1-2-benzyna105kmzadbane-wnetrzetempomatklimaz-niemiecpo-oplatach-ID6FX6B2.html,Skoda Octavia 1.2 Benzyna*105KM*Zadbane wnętrze*Tempomat*Klima*Z Niemiec*Po opłatach,18 000 zł,Wołów - Dzisiaj o 11:35,2023-11-10 14:44:04
864375104,https://www.otomoto.pl/osobowe/oferta/fiat-tipo-2018-salon-pl-bezwypadkowy-benzyna-ID6FQ4Xj.html,Fiat Tipo 2018 * salon PL * bezwypadkowy * benzyna,29 999 zł,Konstancin-Jeziorna - Dzisiaj o 11:33,2023-11-10 14:44:04
876201333,https://www.otomoto.pl/osobowe/oferta/peugeot-301-salon-polska-59tys-km-i-wlas-bezwypadkowy-serwis-2014r-stan-bdb-ID6FYItU.html,"Peugeot 301 Salon Polska, 59tyś km, I właś, Bezwypadkowy, Serwis 2014r, STAN BDB",26 800 złdo negocjacji,Wolbrom - Dzisiaj o 11:28,2023-11-10 14:44:04
871272127,https://www.otomoto.pl/osobowe/oferta/ford-focus-1-0-125km-navi-alu-super-stan-z-niemiec-ID6FWb6C.html,Ford Focus 1.0 125KM Navi Alu Super Stan Z Niemiec,32 999 zł,Czarna Woda - Dzisiaj o 11:28,2023-11-10 14:44:04
